"","Reporting_Year...Année","NPRI_ID...No_INRP","Facility_Name...Installation","Company_Name...Dénomination_sociale_de_l.entreprise","NAICS...Code_SCIAN","Province...Province","CAS_Number...No_CAS","Substance.Name..English....Nom.de.substance..Anglais.","Substance.Name..French....Nom.de.substance..Français.","Group..English....Groupe..Anglais.","Group..French....Groupe..Français.","Category..English....Catégorie..Anglais.","Category..French....Catégorie..Français.","Quantity...Quantité","Units...Unités","Estimation_Method...Méthode_d.estimation"
"103",2014,2001,"ABIBOW CANADA , USINE DE BAIE-COMEAU","PRODUITS FORESTIERS RÉSOLU",322122,"QC","50-00-0","Formaldehyde","Formaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.397,"tonnes","M3"
"104",2014,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LIMITÉE",331313,"QC","205-99-2","Benzo(b)fluoranthene - PAH","Benzo(b)fluoranthène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.36,"kg","M3"
"105",2014,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LIMITÉE",331313,"QC","193-39-5","Indeno(1,2,3-CD)pyrene - PAH","Indeno(1,2,3-c,d)pyrène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.09,"kg","M3"
"106",2014,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LIMITÉE",331313,"QC","53-70-3","Dibenzo(a,h)anthracene - PAH","Dibenz(a,h)anthracène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.02,"kg","M3"
"107",2014,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LIMITÉE",331313,"QC","56-55-3","Benzo(a)anthracene - PAH","Benzo(a)anthracène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.09,"kg","M3"
"108",2014,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LIMITÉE",331313,"QC","50-32-8","Benzo(a)pyrene - PAH","Benzo(a)pyrène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"kg","M3"
"109",2014,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LIMITÉE",331313,"QC","205-82-3","Benzo(j)fluoranthene - PAH","Benzo(j)fluoranthène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.36,"kg","M3"
"110",2014,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LIMITÉE",331313,"QC","207-08-9","Benzo(k)fluoranthene - PAH","Benzo(k)fluoranthène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.06,"kg","M3"
"111",2014,2038,"ALUMINERIE DE BAIE-COMEAU","ALCOA LIMITÉE",331313,"QC","218-01-9","Benzo(a)phenanthrene - PAH","Benzo(a)phénanthrène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.28,"kg","M3"
"112",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0297,"tonnes","C"
"113",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0211,"tonnes","C"
"114",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.8216,"tonnes","C"
"115",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","118-74-1","Hexachlorobenzene","Hexachlorobenzène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",NA,"grams","NI"
"116",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0011,"kg","C"
"117",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0257,"kg","C"
"118",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - D/F","Dioxins and furans - total","Dioxines et furanes - totales","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",NA,"g_teq_et","NI"
"119",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","7782-41-4","Fluorine","Fluor","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",78.143,"tonnes","C"
"120",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",19.4,"tonnes","C"
"121",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"kg","C"
"122",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0026,"kg","C"
"123",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.2572,"tonnes","C"
"124",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",9.2973,"tonnes","C"
"125",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",18.759,"tonnes","C"
"126",2014,2100,"LA MINE NIOBEC","IAMGOLD CORPORATION",212299,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0143,"tonnes","C"
"127",2014,2375,"WEST PENETONE - ANJOU","WEST PENETONE INC.",325610,"QC","NA - 20","Chlorinated wastewater effluents","Eaux usées chlorées","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",50,"kg","O"
"128",2014,2461,"USINE DE PCC DE WINDSOR","MINTECH CANADA LTD.",327990,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.54,"tonnes","O"
"129",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","78-93-3","Methyl ethyl ketone","Méthyléthylcétone","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.04,"tonnes","E2"
"130",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",92.2,"kg","E1"
"131",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",5,"kg","E2"
"132",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","108-10-1","Methyl isobutyl ketone","Méthylisobutylecétone","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.007,"tonnes","E2"
"133",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","7783-06-04","Hydrogen sulphide","Sulfure d'hydrogène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.15,"tonnes","E2"
"134",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.163,"kg","E1"
"135",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.91,"kg","E2"
"136",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","129-00-0","Pyrene - PAH","Pyrène - HAP","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.59,"kg","E2"
"137",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.5,"tonnes","E1"
"138",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",51.3,"tonnes","E2"
"139",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",6.63,"kg","E2"
"140",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",5.23,"tonnes","E1"
"141",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - D/F","Dioxins and furans - total","Dioxines et furanes - totales","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.001,"g_teq_et","E1"
"142",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.76,"tonnes","E2"
"143",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","50-00-0","Formaldehyde","Formaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.31,"tonnes","E2"
"144",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","71-43-2","Benzene","Benzène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.001,"tonnes","E2"
"145",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - P/H","PAHs, total unspeciated","HAP, non différenciés","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.587,"kg","E2"
"146",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",13.9,"kg","E2"
"147",2014,2502,"KRUGER WAYAGAMACK INC.","KRUGER WAYAGAMACK INC.",322121,"QC","75-07-0","Acetaldehyde","Acétaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.42,"tonnes","E2"
"148",2014,2587,"USINE LAURENTIDE","RESOLUTE FP CANADA INC. - LAURENTIDE",322121,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",7.135,"kg","O"
"149",2014,2587,"USINE LAURENTIDE","RESOLUTE FP CANADA INC. - LAURENTIDE",322121,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",10.207,"kg","O"
"150",2014,2587,"USINE LAURENTIDE","RESOLUTE FP CANADA INC. - LAURENTIDE",322121,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",10.744,"kg","E2"
"151",2014,2587,"USINE LAURENTIDE","RESOLUTE FP CANADA INC. - LAURENTIDE",322121,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.69,"tonnes","O"
"152",2014,2587,"USINE LAURENTIDE","RESOLUTE FP CANADA INC. - LAURENTIDE",322121,"QC","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",10.702,"kg","E2"
"153",2014,2587,"USINE LAURENTIDE","RESOLUTE FP CANADA INC. - LAURENTIDE",322121,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.114,"tonnes","M3"
"154",2014,2587,"USINE LAURENTIDE","RESOLUTE FP CANADA INC. - LAURENTIDE",322121,"QC","107-21-1","Ethylene glycol","Éthylèneglycol","Releases to Water","Rejets dans les plans d'eau","Leaks","Fuites",1.5,"tonnes","C"
"155",2014,2791,"USINE MONT-WRIGHT","DYNO NOBEL CANADA INC.",325110,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.7,"tonnes","C"
"156",2014,2791,"USINE MONT-WRIGHT","DYNO NOBEL CANADA INC.",325110,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.56,"tonnes","C"
"157",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",6e-04,"tonnes","M3"
"158",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 13","Silver (and its compounds)","Argent (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1e-04,"tonnes","M3"
"159",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0374,"tonnes","M3"
"160",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1e-04,"tonnes","M3"
"161",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0028,"tonnes","M3"
"162",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 07","Cyanides (ionic)","Cyanures (ioniques)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0021,"tonnes","M3"
"163",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1848,"tonnes","M3"
"164",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.255,"kg","M3"
"165",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.332,"kg","M3"
"166",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"kg","M3"
"167",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0105,"tonnes","M3"
"168",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0037,"tonnes","M3"
"169",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0482,"tonnes","M3"
"170",2014,2935,"COMPLEXE MINIER KIENA","MINES D'OR WESDOME LIMITÉE",212220,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.027,"kg","M3"
"171",2014,2938,"SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","SOCIÉTÉ EN COMMANDITE REVENU NORANDA",331410,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",14.75,"kg","M1"
"172",2014,2938,"SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","SOCIÉTÉ EN COMMANDITE REVENU NORANDA",331410,"QC","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",136.44,"kg","M1"
"173",2014,2938,"SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","SOCIÉTÉ EN COMMANDITE REVENU NORANDA",331410,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.16,"tonnes","M1"
"174",2014,2938,"SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","SOCIÉTÉ EN COMMANDITE REVENU NORANDA",331410,"QC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2,"kg","M1"
"175",2014,2938,"SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","SOCIÉTÉ EN COMMANDITE REVENU NORANDA",331410,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.92,"tonnes","M1"
